startpoint,endpoint,type
_117302_,_117654_,c
_117302_,_117302_,c
_117654_,_116446_,c
_117654_,_117654_,c
_114293_,_114288_,c
_114293_,_114293_,c
_116442_,_117817_,c
_116442_,_116442_,c
_116444_,_117819_,c
_116444_,_116444_,c
_117819_,_117739_,c
_117819_,_117819_,c
_117739_,_117790_,c
_117739_,_117739_,c
_117790_,_117705_,c
_117790_,_117790_,c
_117817_,_117737_,c
_117817_,_117817_,c
_117737_,_117788_,c
_117737_,_117737_,c
_117788_,_117703_,c
_117788_,_117788_,c
_117721_,_117306_,c
_117721_,_117721_,c
_117306_,_117834_,c
_117306_,_117306_,c
_113494_,_117721_,c
_113494_,_113494_,c
_116446_,_117821_,c
_116446_,_116446_,c
_117756_,_113494_,c
_117756_,_117756_,c
_117703_,_117756_,c
_117703_,_117703_,c
_117705_,_117758_,c
_117705_,_117705_,c
_117758_,_113496_,c
_117758_,_117758_,c
_113496_,_117723_,c
_113496_,_113496_,c
_117723_,_117308_,c
_117723_,_117723_,c
_117308_,_117836_,c
_117308_,_117308_,c
_117688_,_117689_,c
_117688_,_117688_,c
_117689_,_117690_,c
_117689_,_117689_,c
_117690_,_117691_,c
_117690_,_117690_,c
_117691_,_117692_,c
_117691_,_117691_,c
_117692_,_117693_,c
_117692_,_117692_,c
_117693_,_117694_,c
_117693_,_117693_,c
_117694_,_117695_,c
_117694_,_117694_,c
_117695_,_117696_,c
_117695_,_117695_,c
_117821_,_117741_,c
_117821_,_117821_,c
_117741_,_117792_,c
_117741_,_117741_,c
_117792_,_117707_,c
_117792_,_117792_,c
_117760_,_113498_,c
_117760_,_117760_,c
_113498_,_117725_,c
_113498_,_113498_,c
_117725_,_117310_,c
_117725_,_117725_,c
_117310_,_117838_,c
_117310_,_117310_,c
_117707_,_117760_,c
_117707_,_117707_,c
_117684_,_117685_,c
_117684_,_117684_,c
_117685_,_117685_,c
_117685_,_117686_,c
_117686_,_117687_,c
_117686_,_117686_,c
_117687_,_117687_,c
_117687_,_117688_,c
_117696_,_117697_,c
_117696_,_117696_,c
_117697_,_117697_,c
_117697_,_117698_,c
_117832_,_117832_,c
_117698_,_117698_,c
_117698_,_113500_,c
_114290_,_114290_,c
_114290_,_114291_,c
_117299_,_117651_,c
_117299_,_117299_,c
_117651_,_116443_,c
_117651_,_117651_,c
_117301_,_117653_,c
_117301_,_117301_,c
_117653_,_116445_,c
_117653_,_117653_,c
_117303_,_117655_,c
_117303_,_117303_,c
_117655_,_116447_,c
_117655_,_117655_,c
_117789_,_117704_,c
_117789_,_117789_,c
_117704_,_117704_,c
_117704_,_117757_,c
_117791_,_117706_,c
_117791_,_117791_,c
_117706_,_117706_,c
_117706_,_117759_,c
_117818_,_117738_,c
_117818_,_117818_,c
_117738_,_117738_,c
_117738_,_117789_,c
_117820_,_117740_,c
_117820_,_117820_,c
_117740_,_117740_,c
_117740_,_117791_,c
_117793_,_117708_,c
_117793_,_117793_,c
_117708_,_117708_,c
_117708_,_117761_,c
_117822_,_117742_,c
_117822_,_117822_,c
_117742_,_117742_,c
_117742_,_117793_,c
_117757_,_113495_,c
_117757_,_117757_,c
_113495_,_113495_,c
_113495_,_117722_,c
_117759_,_113497_,c
_117759_,_117759_,c
_113497_,_113497_,c
_113497_,_117724_,c
_117722_,_117307_,c
_117722_,_117722_,c
_117307_,_117835_,c
_117307_,_117307_,c
_117724_,_117309_,c
_117724_,_117724_,c
_117309_,_117837_,c
_117309_,_117309_,c
_117761_,_113499_,c
_117761_,_117761_,c
_113499_,_113499_,c
_113499_,_117726_,c
_117726_,_117311_,c
_117726_,_117726_,c
_117311_,_117839_,c
_117311_,_117311_,c
_116447_,_116447_,c
_116447_,_117822_,c
_116443_,_116443_,c
_116443_,_117818_,c
_116445_,_116445_,c
_116445_,_117820_,c
_117835_,_117835_,c
_117837_,_117837_,c
_113500_,_117871_,c
_113500_,_113500_,c
_117794_,_117745_,c
_117794_,_117794_,c
_117745_,_117762_,c
_117745_,_117745_,c
_117823_,_117773_,c
_117823_,_117823_,c
_117773_,_117794_,c
_117773_,_117773_,c
_117297_,_117649_,c
_117297_,_117297_,c
_117666_,_117666_,c
_117666_,_117284_,c
_117662_,_117662_,c
_117664_,_117664_,c
_117659_,_117659_,c
_117665_,_117665_,c
_117667_,_117667_,c
_117658_,_117658_,c
_117660_,_117660_,c
_117661_,_117661_,c
_117663_,_117663_,c
_116431_,_116431_,c
_116433_,_116433_,c
_116435_,_116435_,c
_116437_,_116437_,c
_114289_,_114289_,c
_114289_,_114290_,c
_117636_,_115865_,c
_117636_,_117636_,c
_114566_,_117626_,c
_114566_,_114566_,c
_117626_,_117621_,c
_117626_,_117626_,c
_116449_,_114534_,c
_116449_,_116449_,c
_117534_,_117556_,c
_117534_,_117534_,c
_117556_,_117495_,c
_117556_,_117556_,c
_117634_,_115863_,c
_117634_,_117634_,c
_116438_,_116438_,c
_116434_,_116434_,c
_116436_,_116436_,c
_117439_,_117408_,c
_117439_,_117439_,c
_117408_,_117408_,c
_117610_,_117603_,c
_117610_,_117610_,c
_117617_,_117611_,c
_117617_,_117617_,c
_117624_,_117619_,c
_117624_,_117624_,c
_117619_,_117613_,c
_117619_,_117619_,c
_117532_,_117554_,c
_117532_,_117532_,c
_117554_,_117493_,c
_117554_,_117554_,c
_117533_,_117555_,c
_117533_,_117533_,c
_117555_,_117494_,c
_117555_,_117555_,c
_117860_,_117627_,c
_117860_,_117860_,c
_117627_,_115856_,c
_117627_,_117627_,c
_117630_,_115859_,c
_117630_,_117630_,c
_117632_,_115861_,c
_117632_,_117632_,c
_117528_,_117550_,c
_117528_,_117528_,c
_117550_,_117489_,c
_117550_,_117550_,c
_117529_,_117551_,c
_117529_,_117529_,c
_117551_,_117490_,c
_117551_,_117551_,c
_117530_,_117552_,c
_117530_,_117530_,c
_117552_,_117491_,c
_117552_,_117552_,c
_117531_,_117553_,c
_117531_,_117531_,c
_117553_,_117492_,c
_117553_,_117553_,c
_116430_,_116430_,c
_116432_,_116432_,c
_114565_,_117625_,c
_114565_,_114565_,c
_117625_,_117620_,c
_117625_,_117625_,c
_117623_,_117618_,c
_117623_,_117623_,c
_117593_,_117584_,c
_117593_,_117593_,c
_117602_,_117594_,c
_117602_,_117602_,c
_117657_,_117657_,c
_117583_,_117573_,c
_117583_,_117583_,c
_117806_,_117823_,c
_117806_,_117806_,c
_117382_,_117371_,c
_117382_,_117382_,c
_117384_,_117373_,c
_117384_,_117384_,c
_117386_,_117375_,c
_117386_,_117386_,c
_117813_,_117797_,c
_117813_,_117813_,c
_117808_,_117800_,c
_117808_,_117808_,c
_117807_,_117799_,c
_117807_,_117807_,c
_117809_,_117801_,c
_117809_,_117809_,c
_117810_,_117810_,c
_117596_,_117587_,c
_117596_,_117596_,c
_117587_,_117577_,c
_117587_,_117587_,c
_117597_,_117588_,c
_117597_,_117597_,c
_117588_,_117578_,c
_117588_,_117588_,c
_117598_,_117589_,c
_117598_,_117598_,c
_117589_,_117579_,c
_117589_,_117589_,c
_117599_,_117590_,c
_117599_,_117599_,c
_117590_,_117580_,c
_117590_,_117590_,c
_117600_,_117591_,c
_117600_,_117600_,c
_117591_,_117581_,c
_117591_,_117591_,c
_117604_,_117596_,c
_117604_,_117604_,c
_117605_,_117597_,c
_117605_,_117605_,c
_117606_,_117598_,c
_117606_,_117606_,c
_117607_,_117599_,c
_117607_,_117607_,c
_117608_,_117600_,c
_117608_,_117608_,c
_117611_,_117604_,c
_117611_,_117611_,c
_117612_,_117605_,c
_117612_,_117612_,c
_117618_,_117612_,c
_117618_,_117618_,c
_117615_,_117608_,c
_117615_,_117615_,c
_117613_,_117606_,c
_117613_,_117613_,c
_117620_,_117614_,c
_117620_,_117620_,c
_117614_,_117607_,c
_117614_,_117614_,c
_117621_,_117615_,c
_117621_,_117621_,c
_117633_,_115862_,c
_117633_,_117633_,c
_117635_,_115864_,c
_117635_,_117635_,c
_117594_,_117585_,c
_117594_,_117594_,c
_117585_,_117575_,c
_117585_,_117585_,c
_117584_,_117574_,c
_117584_,_117584_,c
_117595_,_117586_,c
_117595_,_117595_,c
_117586_,_117576_,c
_117586_,_117586_,c
_117603_,_117595_,c
_117603_,_117603_,c
_117628_,_115857_,c
_117628_,_117628_,c
_117629_,_115858_,c
_117629_,_117629_,c
_117631_,_115860_,c
_117631_,_117631_,c
_116428_,_117860_,c
_116428_,_116428_,c
_117472_,_117423_,c
_117472_,_117472_,c
_117423_,_117439_,c
_117423_,_117423_,c
_117473_,_117424_,c
_117473_,_117473_,c
_117424_,_117440_,c
_117424_,_117424_,c
_117474_,_117425_,c
_117474_,_117474_,c
_117425_,_117425_,c
_117509_,_117454_,c
_117509_,_117509_,c
_117454_,_117472_,c
_117454_,_117454_,c
_117510_,_117455_,c
_117510_,_117510_,c
_117455_,_117473_,c
_117455_,_117455_,c
_117511_,_117456_,c
_117511_,_117511_,c
_117456_,_117474_,c
_117456_,_117456_,c
_117572_,_117658_,c
_117572_,_117572_,c
_117676_,_117677_,c
_117676_,_117676_,c
_117677_,_117678_,c
_117677_,_117677_,c
_117715_,_117715_,c
_117716_,_117716_,c
_117750_,_117750_,c
_117750_,_117727_,c
_117751_,_117751_,c
_117751_,_117728_,c
_117489_,_117509_,c
_117489_,_117489_,c
_117490_,_117510_,c
_117490_,_117490_,c
_117491_,_117511_,c
_117491_,_117491_,c
_117492_,_117512_,c
_117492_,_117492_,c
_117573_,_117659_,c
_117573_,_117573_,c
_117574_,_117660_,c
_117574_,_117574_,c
_117576_,_117662_,c
_117576_,_117576_,c
_117577_,_117663_,c
_117577_,_117577_,c
_117578_,_117664_,c
_117578_,_117578_,c
_117579_,_117665_,c
_117579_,_117579_,c
_117580_,_117666_,c
_117580_,_117580_,c
_117581_,_117667_,c
_117581_,_117581_,c
_117678_,_117679_,c
_117678_,_117678_,c
_117679_,_117680_,c
_117679_,_117679_,c
_117680_,_117681_,c
_117680_,_117680_,c
_117681_,_117681_,c
_117681_,_117682_,c
_117762_,_117762_,c
_114564_,_117624_,c
_114564_,_114564_,c
_117512_,_117457_,c
_117512_,_117512_,c
_117457_,_117475_,c
_117457_,_117457_,c
_117513_,_117458_,c
_117513_,_117513_,c
_117458_,_117458_,c
_117360_,_117349_,c
_117360_,_117360_,c
_117362_,_117351_,c
_117362_,_117362_,c
_117363_,_117352_,c
_117363_,_117363_,c
_117364_,_117353_,c
_117364_,_117364_,c
_117365_,_117354_,c
_117365_,_117365_,c
_117378_,_117367_,c
_117378_,_117378_,c
_117380_,_117369_,c
_117380_,_117380_,c
_117381_,_117370_,c
_117381_,_117381_,c
_117383_,_117372_,c
_117383_,_117383_,c
_117385_,_117374_,c
_117385_,_117385_,c
_117387_,_117376_,c
_117387_,_117387_,c
_117388_,_117377_,c
_117388_,_117388_,c
_117784_,_117765_,c
_117784_,_117784_,c
_117775_,_117768_,c
_117775_,_117775_,c
_117774_,_117767_,c
_117774_,_117774_,c
_117778_,_117769_,c
_117778_,_117778_,c
_117781_,_117781_,c
_117334_,_117323_,c
_117334_,_117334_,c
_117335_,_117324_,c
_117335_,_117335_,c
_117336_,_117325_,c
_117336_,_117336_,c
_117337_,_117326_,c
_117337_,_117337_,c
_117338_,_117327_,c
_117338_,_117338_,c
_117339_,_117328_,c
_117339_,_117339_,c
_117340_,_117329_,c
_117340_,_117340_,c
_117341_,_117330_,c
_117341_,_117341_,c
_117342_,_117331_,c
_117342_,_117342_,c
_117343_,_117332_,c
_117343_,_117343_,c
_117344_,_117333_,c
_117344_,_117344_,c
_117356_,_117345_,c
_117356_,_117356_,c
_117357_,_117346_,c
_117357_,_117357_,c
_117358_,_117347_,c
_117358_,_117358_,c
_117359_,_117348_,c
_117359_,_117359_,c
_117361_,_117350_,c
_117361_,_117361_,c
_117366_,_117355_,c
_117366_,_117366_,c
_117379_,_117368_,c
_117379_,_117379_,c
_117752_,_117729_,c
_117752_,_117752_,c
_117747_,_117732_,c
_117747_,_117747_,c
_117746_,_117731_,c
_117746_,_117746_,c
_117748_,_117733_,c
_117748_,_117748_,c
_117749_,_117734_,c
_117749_,_117749_,c
_115856_,_117528_,c
_115856_,_115856_,c
_115857_,_117529_,c
_115857_,_115857_,c
_114533_,_114565_,c
_114533_,_114533_,c
_117535_,_117557_,c
_117535_,_117535_,c
_117557_,_117557_,c
_117670_,_117671_,c
_117670_,_117670_,c
_117671_,_117671_,c
_117671_,_117672_,c
_117672_,_117673_,c
_117672_,_117672_,c
_117673_,_117673_,c
_117673_,_117674_,c
_117674_,_117675_,c
_117674_,_117674_,c
_117675_,_117675_,c
_117675_,_117676_,c
_117782_,_117782_,c
_117782_,_117763_,c
_117783_,_117783_,c
_117783_,_117764_,c
_117811_,_117811_,c
_117811_,_117795_,c
_117812_,_117812_,c
_117812_,_117796_,c
_117493_,_117513_,c
_117493_,_117493_,c
_115858_,_117530_,c
_115858_,_115858_,c
_115859_,_117531_,c
_115859_,_115859_,c
_115860_,_117532_,c
_115860_,_115860_,c
_115861_,_117533_,c
_115861_,_115861_,c
_115862_,_117534_,c
_115862_,_115862_,c
_114534_,_114566_,c
_114534_,_114534_,c
_115863_,_115863_,c
_115863_,_117535_,c
_115864_,_117536_,c
_115864_,_115864_,c
_115865_,_115865_,c
_117494_,_117514_,c
_117494_,_117494_,c
_117495_,_117495_,c
_117575_,_117575_,c
_117575_,_117661_,c
_117312_,_117312_,c
_117313_,_117313_,c
_117314_,_117314_,c
_117315_,_117315_,c
_117316_,_117316_,c
_117317_,_117317_,c
_117318_,_117318_,c
_117319_,_117319_,c
_117320_,_117320_,c
_117321_,_117321_,c
_117322_,_117322_,c
_117711_,_117711_,c
_117712_,_117712_,c
_117713_,_117713_,c
_117714_,_117714_,c
_117717_,_117717_,c
_117718_,_117718_,c
_117637_,_117637_,c
_117536_,_117536_,c
_117440_,_117440_,c
_117475_,_117475_,c
_117514_,_117514_,c
